Composition,Eg,avg_Atomic number,avg_Atomic weight,avg_Period number,avg_Group number,avg_Family number,avg_L quantum number,avg_Mendeleev number,avg_Atomic radius (Å),avg_Covalent radius (Å),avg_Zunger radius (Å),avg_Ionic radius (Å),avg_Crystal radius (Å),avg_Pauling EN,avg_Martynov-Batsanov EN,avg_Gordy EN,avg_Mulliken EN,avg_Allen EN,avg_Metallic valence,avg_Number of valence electrons,avg_Number of s electrons,avg_Number of p electrons,avg_Number of d electrons,avg_Number of outer shell electrons,avg_First ionization energy (kJ/mol),avg_Polarizability,avg_Melting point (K),avg_Boiling point (K),avg_Density (g/mL),avg_Specific heat (J/g•K),avg_Heat of fusion (kJ/mol),avg_Heat of vaporization (kJ/mol),avg_Thermal conductivity (W/m•K),avg_Heat atomization (kJ/mol),avg_Cohesive energy (eV),diff_Atomic number,diff_Atomic weight,diff_Period number,diff_Group number,diff_Family number,diff_L quantum number,diff_Mendeleev number,diff_Atomic radius (Å),diff_Covalent radius (Å),diff_Zunger radius (Å),diff_Ionic radius (Å),diff_Crystal radius (Å),diff_Pauling EN,diff_Martynov-Batsanov EN,diff_Gordy EN,diff_Mulliken EN,diff_Allen EN,diff_Metallic valence,diff_Number of valence electrons,diff_Number of s electrons,diff_Number of p electrons,diff_Number of d electrons,diff_Number of outer shell electrons,diff_First ionization energy (kJ/mol),diff_Polarizability,diff_Melting point (K),diff_Boiling point (K),diff_Density (g/mL),diff_Specific heat (J/g•K),diff_Heat of fusion (kJ/mol),diff_Heat of vaporization (kJ/mol),diff_Thermal conductivity (W/m•K),diff_Heat atomization (kJ/mol),diff_Cohesive energy (eV),max_Atomic number,max_Atomic weight,max_Period number,max_Group number,max_Family number,max_L quantum number,max_Mendeleev number,max_Atomic radius (Å),max_Covalent radius (Å),max_Zunger radius (Å),max_Ionic radius (Å),max_Crystal radius (Å),max_Pauling EN,max_Martynov-Batsanov EN,max_Gordy EN,max_Mulliken EN,max_Allen EN,max_Metallic valence,max_Number of valence electrons,max_Number of s electrons,max_Number of p electrons,max_Number of d electrons,max_Number of outer shell electrons,max_First ionization energy (kJ/mol),max_Polarizability,max_Melting point (K),max_Boiling point (K),max_Density (g/mL),max_Specific heat (J/g•K),max_Heat of fusion (kJ/mol),max_Heat of vaporization (kJ/mol),max_Thermal conductivity (W/m•K),max_Heat atomization (kJ/mol),max_Cohesive energy (eV),min_Atomic number,min_Atomic weight,min_Period number,min_Group number,min_Family number,min_L quantum number,min_Mendeleev number,min_Atomic radius (Å),min_Covalent radius (Å),min_Zunger radius (Å),min_Ionic radius (Å),min_Crystal radius (Å),min_Pauling EN,min_Martynov-Batsanov EN,min_Gordy EN,min_Mulliken EN,min_Allen EN,min_Metallic valence,min_Number of valence electrons,min_Number of s electrons,min_Number of p electrons,min_Number of d electrons,min_Number of outer shell electrons,min_First ionization energy (kJ/mol),min_Polarizability,min_Melting point (K),min_Boiling point (K),min_Density (g/mL),min_Specific heat (J/g•K),min_Heat of fusion (kJ/mol),min_Heat of vaporization (kJ/mol),min_Thermal conductivity (W/m•K),min_Heat atomization (kJ/mol),min_Cohesive energy (eV)
BaTaO2N,1.78,30.4,72.85608800000001,3.6,10.8,5.4,1.0,62.60000000000001,1.09,1.106,1.5324,1.09,0.998,2.462,2.502,6.933540000000001,5.778,2.5014,2.0,4.800000000000001,2.0,2.2,0.6000000000000001,4.2,1058.8,11.0972,888.01,1573.79,4.020822000000001,0.6448,8.031116,178.92252,15.195892,386.6,4.032,66,166.94116,4,14,5,2,78,1.55,1.25,2.937,1.55,1.19,2.55,2.24,3.9004,5.140000000000001,2.729,5.0,4,0,4,3,4,899,38.907,3214.4,5620.799999999999,16.59875,0.9,31.37741,740.2072,57.47402,602,6.199999999999999,73,180.9479,6,16,7,2,87,2.15,1.98,3.402,2.15,1.49,3.44,3.32,8.3703,7.54,3.61,5.0,6,2,4,3,6,1402,39.7,3269.15,5698.15,16.6,1.04,31.6,743.0,57.5,782,8.1,7,14.00674,2,2,2,0,9,0.6,0.73,0.465,0.6,0.3,0.89,1.08,4.4699,2.4,0.881,0.0,2,2,0,0,2,503,0.793,54.74999999999997,77.34999999999997,0.00125,0.14,0.22259,2.7928,0.02598,180,1.9
SnS0.25Se0.75,0.99,39.75,92.97325,4.375,15.0,6.0,1.0,84.375,1.28125,1.2675,1.559375,1.28125,0.60875,2.25875,2.22375,5.1874,5.13625,2.148375,3.0,5.0,2.0,3.0,5.0,4.0,832.375,5.6375,484.6249999999999,1720.6125,5.71,0.32225,6.2394375,163.2625,34.098625,271.0,2.84875,34,86.64399999999999,2,2,2,0,9,0.45,0.3899999999999999,0.7799999999999998,0.45,0.26,0.6200000000000001,0.77,1.2532,1.92,0.7649999999999999,2.0,2,0,2,10,4,291,4.800000000000001,119.2,1825.3,5.24,0.483,5.3115,286.0,66.33099999999999,75,0.6800000000000002,50,118.71,5,16,7,1,89,1.45,1.41,1.88,1.45,0.69,2.58,2.65,5.8458,6.22,2.589,4.0,6,2,4,10,6,1000,7.7,505.15,2543.15,7.31,0.71,7.029,295.8,66.6,302,3.14,16,32.066,3,14,5,1,80,1.0,1.02,1.1,1.0,0.43,1.96,1.88,4.5926,4.3,1.824,2.0,4,2,2,0,2,709,2.9,385.95,717.8499999999999,2.07,0.227,1.7175,9.8,0.269,227,2.46
Ag3AsS3,1.98,31.71428571428572,70.67488428571428,4.0,13.71428571428572,5.571428571428571,0.5714285714285714,77.57142857142857,1.278571428571428,1.182857142857143,1.691428571428571,1.278571428571428,0.84,2.244285714285714,1.918571428571429,4.895142857142856,5.325714285714286,2.226857142857143,3.617142857142857,8.0,1.571428571428571,2.142857142857143,4.285714285714286,3.714285714285714,877.1428571428571,5.242857142857143,850.4928571428571,1499.878571428571,6.205714285714286,0.4521428571428571,9.536071428571427,116.5571428571429,191.1152857142857,284.4285714285714,2.908571428571428,31,75.8022,2,5,3,1,23,0.6000000000000001,0.3200000000000001,1.275,0.6000000000000001,0.8600000000000001,0.6500000000000001,1.58,1.9936,1.779999999999999,0.7189999999999999,3.44,6,1,4,10,5,269,5.0,849.2,1767.3,8.43,0.475,25.9825,240.78,428.731,23,0.1099999999999999,47,107.8682,5,16,7,1,88,1.6,1.34,2.375,1.6,1.29,2.58,2.65,5.8458,6.22,2.589,5.44,11,2,4,10,6,1000,7.9,1235.15,2485.15,10.5,0.71,27.7,250.58,429.0,302,2.96,16,32.066,3,11,4,0,65,1.0,1.02,1.1,1.0,0.43,1.93,1.07,3.8522,4.44,1.87,2.0,5,1,0,0,1,731,2.9,385.95,717.8499999999999,2.07,0.235,1.7175,9.8,0.269,279,2.85
Ge0.838Si0.162,1.319,29.084,65.397031,3.838,14.0,6.0,1.0,78.838,1.2257,1.20218,1.53732,1.2257,0.50894,1.99218,1.98838,4.5668252,4.62754,1.981364,4.0,4.0,2.0,2.0,0.0,4.0,766.05,5.9866,1295.4912,3026.2,4.83562,0.38318,39.14482,339.53784,74.1722,389.15,3.97636,18,44.5245,1,0,0,0,1,0.1499999999999999,0.1099999999999999,0.1400000000000001,0.1499999999999999,0.13,0.1099999999999999,0.01000000000000001,0.4554,0.1699999999999999,0.07800000000000007,0.0,0,0,0,0,0,25,0.6999999999999993,462.6000000000001,475.0,2.99,0.39,13.61,53.32000000000005,88.1,75,0.7799999999999998,32,72.61,4,14,6,1,79,1.25,1.22,1.56,1.25,0.53,2.01,1.99,4.6406,4.77,1.994,4.0,4,2,2,0,4,787,6.1,1683.15,3103.15,5.32,0.71,50.55,384.22,148.0,452,4.63,14,28.0855,3,14,6,1,78,1.1,1.11,1.42,1.1,0.4,1.9,1.98,4.1852,4.6,1.916,4.0,4,2,2,0,4,762,5.4,1220.55,2628.15,2.33,0.32,36.94,330.9,59.9,377,3.85
DyPO4,6.38,18.83333333333333,42.91189366666666,2.833333333333333,13.66666666666667,6.333333333333332,1.333333333333333,77.0,0.8583333333333332,0.9283333333333332,1.128333333333333,0.8583333333333332,1.033333333333333,2.861666666666666,2.791666666666666,7.30195,6.48,2.963833333333333,1.0,5.333333333333333,2.0,3.166666666666667,0.0,5.166666666666666,1140.166666666667,5.212,370.2333333333333,625.65,1.729286666666667,0.77,2.101226666666666,42.64476666666666,1.840326666666666,267.0,2.825,58,146.5006,4,13,4,2,56,1.15,0.8600000000000001,3.205,1.15,0.8999999999999999,2.22,2.17,3.4112,4.44,2.52,3.0,3,0,4,0,4,741,23.707,1630.4,2750.0,8.548570000000002,0.75,10.83741,226.6901,10.67326,66,0.81,66,162.5,6,16,7,3,87,1.75,1.59,3.67,1.75,1.21,3.44,3.32,8.3703,7.54,3.61,3.0,6,2,4,0,6,1314,24.5,1685.15,2840.15,8.55,0.92,11.06,230.1,10.7,315,3.43,8,15.9994,2,3,3,1,31,0.6,0.73,0.465,0.6,0.31,1.22,1.15,4.9591,3.1,1.09,0.0,3,2,0,0,2,573,0.793,54.74999999999997,90.14999999999998,0.00143,0.17,0.22259,3.4099,0.02674,249,2.62
HoIn3S6,1.23,31.0,70.178032,3.9,13.8,6.0,1.2,78.6,1.24,1.202,1.64,1.24,0.644,2.205,2.199,5.32902,4.972,2.1592,2.532,4.8,2.0,2.7,3.0,4.399999999999999,825.5,7.01,535.21,1433.97,4.315,0.511,3.2294,99.43,26.2614,270.4,2.78,51,132.86432,3,13,4,2,55,0.75,0.56,2.55,0.75,0.6100000000000001,1.35,1.45,1.6121,3.12,1.499,1.44,3,0,4,10,4,442,20.7,1361.2,2255.3,6.73,0.5499999999999999,10.4825,231.2,81.33099999999999,58,0.6200000000000001,67,164.93032,6,16,7,3,88,1.75,1.58,3.65,1.75,1.04,2.58,2.65,5.8458,6.22,2.589,3.44,6,2,4,10,6,1000,23.6,1747.15,2973.15,8.8,0.71,12.2,241.0,81.6,301,3.14,16,32.066,3,3,3,1,33,1.0,1.02,1.1,1.0,0.43,1.23,1.2,4.2337,3.1,1.09,2.0,3,2,0,0,2,558,2.9,385.95,717.8499999999999,2.07,0.16,1.7175,9.8,0.269,243,2.52
Ag2S,1.23,36.66666666666666,82.60079999999999,4.333333333333333,12.66666666666667,5.0,0.3333333333333333,72.66666666666666,1.4,1.233333333333333,1.95,1.4,1.003333333333333,2.146666666666667,1.596666666666667,4.516733333333333,5.033333333333333,2.109666666666667,4.293333333333334,9.333333333333332,1.333333333333333,1.333333333333333,6.666666666666666,2.666666666666667,820.6666666666666,6.233333333333333,952.0833333333334,1896.05,7.69,0.3933333333333333,8.105833333333333,170.32,286.0896666666667,282.3333333333333,2.916666666666667,31,75.8022,2,5,3,1,23,0.6000000000000001,0.3200000000000001,1.275,0.6000000000000001,0.8600000000000001,0.6500000000000001,1.58,1.9936,1.779999999999999,0.7189999999999999,3.44,5,1,4,10,5,269,5.0,849.2,1767.3,8.43,0.475,9.582500000000001,240.78,428.731,5,0.1000000000000001,47,107.8682,5,16,7,1,88,1.6,1.34,2.375,1.6,1.29,2.58,2.65,5.8458,6.22,2.589,5.44,11,2,4,10,6,1000,7.9,1235.15,2485.15,10.5,0.71,11.3,250.58,429.0,284,2.95,16,32.066,3,11,4,0,65,1.0,1.02,1.1,1.0,0.43,1.93,1.07,3.8522,4.44,1.87,2.0,6,1,0,0,1,731,2.9,385.95,717.8499999999999,2.07,0.235,1.7175,9.8,0.269,279,2.85
PbTe,0.36,67.0,167.4,5.5,15.0,5.5,1.0,85.5,1.6,1.415,1.88,1.6,1.3,1.95,2.15,5.0911,4.695,2.006,2.22,5.0,2.0,3.0,10.0,3.0,792.5,6.15,661.65,1638.05,8.82,0.165,11.1445,115.125,18.825,196.5,2.11,30,79.6,1,2,1,0,9,0.4000000000000001,0.1099999999999999,0.4199999999999999,0.4000000000000001,0.3799999999999999,0.3,0.46,0.7013999999999996,1.59,0.3039999999999998,0.4399999999999999,2,0,2,0,2,153,1.3,122.0,750.2000000000003,5.16,0.07,12.691,125.15,32.95,1,0.1600000000000001,82,207.2,6,16,6,1,90,1.8,1.47,2.09,1.8,1.49,2.1,2.38,5.4418,5.49,2.158,2.44,6,2,4,10,4,869,6.8,722.65,2013.15,11.4,0.2,17.49,177.7,35.3,197,2.19,52,127.6,5,14,5,1,81,1.4,1.36,1.67,1.4,1.11,1.8,1.92,4.7404,3.9,1.854,2.0,4,2,2,10,2,716,5.5,600.65,1262.95,6.24,0.13,4.799,52.55,2.35,196,2.03
Hg0.99Cd0.01Se,1.72,56.84,139.334105,4.994999999999999,14.0,5.5,1.49,79.995,1.32525,1.32495,1.846525,1.32525,0.69545,2.27345,2.01455,6.982309000000001,5.3971,2.0958,3.22,9.0,2.0,2.0,5.0,4.0,973.305,4.609,363.999,796.1899999999999,9.12075,0.229955,4.513985,48.66620500000001,5.632300000000001,144.255,1.56745,46,121.63,2,4,3,2,19,0.4000000000000001,0.3300000000000001,1.125,0.4000000000000001,0.36,0.8599999999999999,1.14,4.328200000000001,1.56,0.9140000000000001,2.44,6,0,4,10,4,139,3.4,359.8,408.0000000000001,8.71,0.181,4.399,61.86999999999999,94.75999999999999,166,1.79,80,200.59,6,16,7,2,89,1.55,1.49,2.41,1.55,0.92,2.55,2.54,8.2469,5.89,2.434,4.44,12,2,4,10,6,1007,7.2,594.05,1038.15,13.5,0.32,6.694,99.57,96.8,227,2.46,34,78.96,4,12,4,0,70,1.15,1.16,1.285,1.15,0.56,1.69,1.4,3.9187,4.33,1.52,2.0,6,2,0,0,2,868,3.8,234.25,630.15,4.79,0.139,2.295,37.7,2.04,61,0.67
PbTe0.99Se0.01,0.297,66.91,167.1568,5.494999999999999,15.0,5.505,1.0,85.49499999999999,1.59875,1.414,1.878075,1.59875,1.29725,1.95225,2.1508,5.092696,4.697,2.00738,2.22,5.0,2.0,3.0,9.95,3.02,792.86,6.141500000000001,660.4875,1636.526,8.81275,0.1656,11.09052,115.05075,18.82345,196.65,2.11135,48,128.24,2,2,2,0,9,0.6500000000000001,0.3100000000000001,0.8049999999999999,0.6500000000000001,0.9299999999999999,0.7499999999999998,0.6200000000000001,1.0206,1.99,0.5800000000000001,0.4399999999999999,2,0,2,10,4,225,3.0,232.5,1055.0,6.61,0.19,12.691,140.0,33.26,31,0.4300000000000002,82,207.2,6,16,7,1,90,1.8,1.47,2.09,1.8,1.49,2.55,2.54,5.761,5.89,2.434,2.44,6,2,4,10,6,941,6.8,722.65,2013.15,11.4,0.32,17.49,177.7,35.3,227,2.46,34,78.96,4,14,5,1,81,1.15,1.16,1.285,1.15,0.56,1.8,1.92,4.7404,3.9,1.854,2.0,4,2,2,0,2,716,3.8,490.15,958.15,4.79,0.13,4.799,37.7,2.04,196,2.03
GaBi,0.1,57.0,139.351685,5.0,14.0,5.0,1.0,80.0,1.45,1.36,1.846,1.45,0.965,1.915,1.92,4.498,3.945,1.883,3.22,4.0,2.0,2.0,5.0,4.0,641.0,7.75,423.55,2254.65,7.825,0.245,8.445,181.75,24.235,246.5,2.495,52,139.25737,2,2,0,0,12,0.3,0.2,0.302,0.3,0.4099999999999999,0.21,0.4400000000000002,0.6616,1.49,0.2539999999999998,0.4399999999999999,2,0,2,10,2,124,0.6999999999999993,241.2,843.0,3.85,0.25,5.710000000000001,153.9,32.73,79,0.6299999999999999,83,208.98037,6,15,5,1,86,1.6,1.46,1.997,1.6,1.17,2.02,2.14,4.8288,4.69,2.01,3.44,5,2,3,10,5,703,8.1,544.15,2676.15,9.75,0.37,11.3,258.7,40.6,286,2.81,31,69.723,4,13,5,1,74,1.3,1.26,1.695,1.3,0.76,1.81,1.7,4.1672,3.2,1.756,3.0,3,2,1,0,3,579,7.4,302.95,1833.15,5.9,0.12,5.59,104.8,7.87,207,2.18
PrTe2,1.288,54.33333333333333,132.0358833333333,5.333333333333333,11.66666666666667,5.0,1.666666666666667,65.66666666666667,1.55,1.456666666666667,2.606666666666666,1.55,1.18,1.776666666666666,1.953333333333333,5.174366666666666,4.693333333333333,1.802,2.366666666666666,5.0,2.0,2.666666666666667,6.666666666666666,2.0,754.9999999999999,13.06666666666666,883.15,1938.683333333333,6.416666666666666,0.1966666666666667,13.95666666666667,133.9666666666667,5.733333333333333,250.0,2.693333333333333,7,13.30765,1,13,3,2,73,0.4500000000000002,0.2899999999999998,2.81,0.4500000000000002,0.21,0.9700000000000002,1.28,0.8022999999999998,2.39,1.068,1.1,3,0,4,10,0,342,22.7,481.5000000000001,2027.2,0.5299999999999994,0.01000000000000001,10.6,244.25,10.15,159,1.51,59,140.90765,6,16,6,3,90,1.85,1.65,4.48,1.85,1.32,2.1,2.38,5.4418,5.49,2.158,3.1,6,2,4,10,2,869,28.2,1204.15,3290.15,6.77,0.2,17.49,296.8,12.5,356,3.7,52,127.6,5,3,3,1,17,1.4,1.36,1.67,1.4,1.11,1.13,1.1,4.6395,3.1,1.09,2.0,3,2,0,0,2,527,5.5,722.65,1262.95,6.24,0.19,6.89,52.55,2.35,197,2.19
CsInGeSe4,2.32,38.85714285714286,90.88191857142857,4.428571428571428,13.14285714285714,5.714285714285714,0.8571428571428571,73.57142857142857,1.428571428571428,1.378571428571429,1.865714285714285,1.428571428571428,0.7885714285714285,2.111428571428571,2.078571428571428,5.192985714285713,4.777142857142857,2.006428571428571,2.348571428571428,4.571428571428571,1.857142857142857,2.714285714285714,1.428571428571428,4.428571428571429,780.0,12.94285714285714,558.9214285714286,1461.578571428571,4.808571428571428,0.2957142857142857,9.867285714285714,111.5628571428571,29.80857142857143,229.5714285714286,2.430571428571429,23,60.29543,2,15,6,1,84,1.45,1.19,3.024999999999999,1.45,1.28,1.76,1.77,1.5273,3.71,1.775,3.0,5,1,4,10,5,565,55.8,919.0,2161.0,5.44,0.09,34.848,293.2,79.55999999999999,298,3.046,55,132.90543,6,16,7,1,89,2.6,2.35,4.31,2.6,1.81,2.55,2.54,5.761,5.89,2.434,4.0,6,2,4,10,6,941,59.6,1220.55,3103.15,7.31,0.32,36.94,330.9,81.6,377,3.85,32,72.61,4,1,1,0,5,1.15,1.16,1.285,1.15,0.53,0.79,0.77,4.2337,2.18,0.659,1.0,1,1,0,0,1,376,3.8,301.55,942.15,1.87,0.23,2.092,37.7,2.04,79,0.804
ZnSe,2.82,32.0,72.175,4.0,14.0,5.5,1.5,79.0,1.25,1.205,1.5825,1.25,0.65,2.1,1.99,4.75625,5.17,2.012,3.22,9.0,2.0,2.0,5.0,4.0,923.5,5.1,591.45,1068.65,5.96,0.355,7.008,76.5,59.02,179.0,1.905,4,13.56999999999999,0,4,3,1,20,0.2000000000000002,0.09000000000000008,0.595,0.2000000000000002,0.1799999999999999,0.8999999999999999,1.1,2.0095,1.44,0.8440000000000001,2.44,6,0,4,10,4,35,2.600000000000001,202.6,221.0000000000001,2.34,0.07,0.6280000000000001,77.6,113.96,96,1.11,34,78.96,4,16,7,2,89,1.35,1.25,1.88,1.35,0.74,2.55,2.54,5.761,5.89,2.434,4.44,12,2,4,10,6,941,6.4,692.75,1179.15,7.13,0.39,7.322,115.3,116.0,227,2.46,30,65.39,4,12,4,1,69,1.15,1.16,1.285,1.15,0.56,1.65,1.44,3.7515,4.45,1.59,2.0,6,2,0,0,2,906,3.8,490.15,958.15,4.79,0.32,6.694,37.7,2.04,131,1.35
RbNb4Br11,0.46,36.625,83.5023325,4.3125,13.0,6.5625,1.1875,77.3125,1.3,1.25375,1.77125,1.3,1.55,2.48625,2.503125,5.48029375,6.364375,2.2425625,1.3125,6.125,1.6875,3.4375,1.0,5.125,971.9375,9.0125,887.6312499999999,1541.95,4.383125,0.412875,10.371125,185.627125,17.146375,263.875,2.7845,6,13.00238,1,16,7,2,91,1.2,1.02,2.899999999999999,1.2,1.04,2.14,2.03,3.2193,5.25,1.979,5.0,6,1,5,4,6,737,44.2,2475.2,4683.2,7.04,0.213,24.208,666.562,58.078,640,6.718,41,92.90638,5,17,8,2,95,2.35,2.16,4.1,2.35,1.82,2.96,2.83,6.4079,7.59,2.685,5.0,7,2,5,4,7,1140,47.3,2741.15,5015.15,8.57,0.473,26.4,682.0,58.2,726,7.57,35,79.904,4,1,1,0,4,1.15,1.14,1.2,1.15,0.78,0.82,0.8,3.1886,2.34,0.706,0.0,1,1,0,0,1,403,3.1,265.95,331.95,1.53,0.26,2.192,15.438,0.122,86,0.852
CuP2,1.45,19.66666666666666,41.83117466666667,3.333333333333333,13.66666666666667,5.999999999999999,1.333333333333333,76.66666666666666,1.116666666666667,1.096666666666667,1.506666666666667,1.116666666666667,0.4433333333333333,2.093333333333333,1.906666666666666,4.5273,5.24,2.118666666666667,3.813333333333333,7.0,1.666666666666667,2.0,3.333333333333333,3.666666666666667,923.0,4.633333333333333,663.55,1315.483333333333,4.2,0.6399999999999999,4.787999999999999,108.186,133.8233333333333,322.6666666666666,3.45,14,32.572238,1,4,3,1,19,0.3500000000000001,0.1099999999999999,0.8,0.3500000000000001,0.4,0.29,1.24,1.2954,1.14,0.403,2.44,6,1,3,10,4,267,3.1,1038.9,2287.0,7.140000000000001,0.39,12.393,288.171,400.765,23,0.06000000000000005,29,63.546,4,15,7,2,83,1.35,1.17,2.04,1.35,0.71,2.19,2.32,4.9591,5.62,2.253,5.44,11,2,3,10,5,1012,6.7,1356.15,2840.15,8.96,0.77,13.05,300.3,401.0,338,3.49,15,30.973762,3,11,4,1,64,1.0,1.06,1.24,1.0,0.31,1.9,1.08,3.6637,4.48,1.85,3.0,5,1,0,0,1,745,3.6,317.25,553.15,1.82,0.38,0.657,12.129,0.235,315,3.43
SnSe,0.95,42.0,98.835,4.5,15.0,6.0,1.0,84.5,1.3,1.285,1.5825,1.3,0.625,2.255,2.21,5.1768,5.095,2.129,3.0,5.0,2.0,3.0,5.0,4.0,825.0,5.75,497.65,1750.65,6.05,0.2735,6.861499999999999,166.75,34.32,264.5,2.8,16,39.75,1,2,2,0,9,0.3,0.25,0.595,0.3,0.1299999999999999,0.5899999999999999,0.6600000000000001,1.1684,1.59,0.6100000000000001,2.0,2,0,2,10,4,232,3.9,15.0,1585.0,2.52,0.093,0.335,258.1,64.55999999999999,75,0.6800000000000002,50,118.71,5,16,7,1,89,1.45,1.41,1.88,1.45,0.69,2.55,2.54,5.761,5.89,2.434,4.0,6,2,4,10,6,941,7.7,505.15,2543.15,7.31,0.32,7.029,295.8,66.6,302,3.14,34,78.96,4,14,5,1,80,1.15,1.16,1.285,1.15,0.56,1.96,1.88,4.5926,4.3,1.824,2.0,4,2,2,0,2,709,3.8,490.15,958.15,4.79,0.227,6.694,37.7,2.04,227,2.46
PbSe0.95S0.05,0.257,57.55,141.90765,4.975000000000001,15.0,5.999999999999999,1.0,84.97500000000001,1.47125,1.3115,1.682875,1.47125,1.02175,2.17575,2.23275,5.25282,4.90325,2.147875,2.22,5.0,2.0,3.0,5.0,5.0,829.9749999999999,5.2775,542.795,1479.6425,8.027,0.23475,5.6220875,107.0025,18.625725,212.8,2.25475,66,175.134,3,2,2,0,8,0.8,0.45,0.9899999999999998,0.8,1.06,0.78,0.73,1.105399999999999,2.32,0.7349999999999999,0.4399999999999999,2,0,2,10,2,284,3.9,214.7,1295.3,9.33,0.58,4.9765,167.9,35.031,83,0.8200000000000003,82,207.2,6,16,7,1,89,1.8,1.47,2.09,1.8,1.49,2.58,2.65,5.8458,6.22,2.589,2.44,6,2,4,10,6,1000,6.8,600.65,2013.15,11.4,0.71,6.694,177.7,35.3,279,2.85,16,32.066,3,14,5,1,81,1.0,1.02,1.1,1.0,0.43,1.8,1.92,4.7404,3.9,1.854,2.0,4,2,2,0,4,716,2.9,385.95,717.8499999999999,2.07,0.13,1.7175,9.8,0.269,196,2.03
CsI,6.37,54.0,129.90495,5.5,9.0,4.5,0.5,50.5,2.0,1.84,2.9475,2.0,1.935,1.725,1.765,5.18225,4.47,1.509,0.5,4.0,1.5,2.5,5.0,4.0,692.0,32.3,344.1,699.65,3.4,0.227,4.958,44.246,29.7245,93.0,0.9570000000000001,2,6.000959999999992,1,16,7,1,91,1.2,1.02,2.725,1.2,0.25,1.87,1.99,1.4993,4.58,1.7,1.0,6,1,5,10,6,632,54.6,85.10000000000002,485.0,3.06,0.026,5.731999999999999,46.988,58.551,28,0.306,55,132.90543,6,17,8,1,96,2.6,2.35,4.31,2.6,2.06,2.66,2.76,5.9319,6.76,2.359,1.0,7,2,5,10,7,1008,59.6,386.65,942.15,4.93,0.24,7.824,67.74,59.0,107,1.11,53,126.90447,5,1,1,0,5,1.4,1.33,1.585,1.4,1.81,0.79,0.77,4.4326,2.18,0.659,0.0,1,1,0,0,1,376,5.0,301.55,457.15,1.87,0.214,2.092,20.752,0.449,79,0.804
K3Ti2P5S18,1.61,16.57142857142857,33.75398964285715,3.178571428571429,13.35714285714286,6.142857142857142,0.9642857142857143,74.78571428571429,1.157142857142857,1.156785714285714,1.508214285714286,1.157142857142857,0.5482142857142858,2.2475,2.336428571428572,5.166296428571428,5.507857142857143,2.243892857142857,2.214285714285714,5.142857142857143,1.892857142857143,3.107142857142857,0.1428571428571428,5.0,915.5357142857143,8.2,478.8875,925.2428571428571,2.072142857142857,0.7114285714285715,2.575071428571428,47.09482142857142,12.75060714285714,278.8214285714286,2.891142857142857,7,16.906238,1,15,6,2,85,1.2,1.01,2.59,1.2,1.21,1.76,1.85,3.0576,3.8,1.855,3.0,5,1,4,2,5,593,40.5,1615.9,3007.0,3.68,0.25,14.793,411.2,102.165,380,3.915999999999999,22,47.88,4,16,7,2,88,2.2,2.03,3.69,2.2,1.52,2.58,2.65,5.8458,6.22,2.589,4.0,6,2,4,2,6,1012,43.4,1933.15,3560.15,4.54,0.77,15.45,421.0,102.4,470,4.85,15,30.973762,3,1,1,0,3,1.0,1.02,1.1,1.0,0.31,0.82,0.8,2.7882,2.42,0.734,1.0,1,1,0,0,1,419,2.9,317.25,553.15,0.86,0.52,0.657,9.8,0.235,90,0.934
Ba3FeS4Br,1.65,32.55555555555555,75.11066666666666,4.222222222222222,10.55555555555556,5.111111111111111,0.7777777777777777,58.77777777777777,1.444444444444444,1.37,1.990666666666667,1.444444444444444,0.9666666666666666,1.975555555555556,2.037777777777777,5.179977777777777,4.858888888888888,1.942666666666666,2.197777777777778,4.999999999999999,2.0,2.333333333333333,0.6666666666666666,4.333333333333333,823.4444444444443,15.8,734.7055555555555,1329.55,3.306666666666667,0.485,5.467333333333333,92.24866666666667,15.17755555555556,242.8888888888889,2.511111111111111,40,105.261,3,15,6,2,86,1.15,0.96,2.302,1.15,1.39,2.07,1.75,2.9889,5.19,1.804,5.78,6,0,5,6,5,637,36.8,1542.2,2691.2,5.790000000000001,0.506,12.0825,339.8,80.078,306,3.06,56,137.327,6,17,8,2,95,2.15,1.98,3.402,2.15,1.82,2.96,2.83,6.4079,7.59,2.685,5.78,8,2,5,6,7,1140,39.7,1808.15,3023.15,7.86,0.71,13.8,349.6,80.2,418,4.28,16,32.066,3,2,2,0,9,1.0,1.02,1.1,1.0,0.43,0.89,1.08,3.419,2.4,0.881,0.0,2,2,0,0,2,503,2.9,265.95,331.95,2.07,0.204,1.7175,9.8,0.122,112,1.22
